time,TC01,TC02,TC04,TC05,TC06,TC07,TC08,TC09,TC10,TC12,TC14,TC15,TC16,TC17,TC18,TC20,TC21,TC23,TC24,TC26,TC27,TC28,レベル,鋳込速度,SN開度,鋳込長,TD重量,MD冷却水流量A面内,MD冷却水流量C面外,MD冷却水流量D面右,MD冷却水温度D面右,(TC03:TC04)P,(TC03:TC04)C,(TC07:TC08)P,(TC07:TC08)C,(TC12:TC13)P,(TC12:TC13)C,(TC17:TC18)P,(TC17:TC18)C,(TC21:TC22)P,(TC21:TC22)C,(TC24:TC25)P,(TC24:TC25)C,(TC26:TC27)P,(TC26:TC27)C,(TC03:TC06)P,(TC03:TC06)C,(TC03:TC02)P,(TC03:TC02)C,(TC10:TC08)P,(TC10:TC08)C,(TC17:TC16)P,(TC17:TC16)C,(TC17:TC20)P,(TC17:TC20)C,(TC24:TC22)P,(TC24:TC22)C,(TC24:TC27)P,(TC24:TC27)C,(TC10:TC11)P,(TC10:TC11)C,(TC01:TC02)P,(TC01:TC02)C,(TC05:TC06)P,(TC05:TC06)C,(TC15:TC16)P,(TC15:TC16)C,(TC19:TC20)P,(TC19:TC20)C,(TC07:TC11)P,(TC07:TC11)C,(TC12:TC11)P,(TC12:TC11)C,(TC05:TC04)P,(TC05:TC04)C,(TC01:TC04)P,(TC01:TC04)C,(TC19:TC18)P,(TC19:TC18)C,(TC15:TC18)P,(TC15:TC18)C,(TC07:TC06)P,(TC07:TC06)C,(TC12:TC16)P,(TC12:TC16)C,(TC05:TC08)P,(TC05:TC08)C,(TC15:TC13)P,(TC15:TC13)C,(TC26:TC25)P,(TC26:TC25)C,(TC21:TC25)P,(TC21:TC25)C,(TC10:TC13)P,(TC10:TC13)C,(TC21:TC20)P,(TC21:TC20)C,(TC19:TC22)P,(TC19:TC22)C,(TC01:TC27)P,(TC01:TC27)C,(TC26:TC02)P,(TC26:TC02)C,(TC27:TC28)P,(TC27:TC28)C,(TC22:TC23)P,(TC22:TC23)C,(TC08:TC09)P,(TC08:TC09)C,(TC13:TC14)P,(TC13:TC14)C,
'05:37:09:000,59.100000,59.400000,60.200000,54.200000,55.700000,54.600000,45.700000,38.200000,59.600000,54.300000,51.400000,57.900000,53.400000,58.200000,57.800000,53.100000,49.900000,52.400000,56.900000,52.600000,47.300000,43.100000,-79.600000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005445,0.013254,0.960430,0.982208,0.005547,0.013265,0.004259,0.013120,0.005404,0.013249,0.005272,0.013234,0.092253,0.028467,0.010466,0.020900,0.010466,0.020900,0.010466,0.020900,0.011225,0.021007,0.011225,0.021007,0.008737,0.020658,0.008737,0.020658,0.005311,0.013239,0.005566,0.013268,0.004725,0.013173,0.005404,0.013249,0.005512,0.013262,0.100885,0.039706,0.010466,0.020900,0.010472,0.020900,0.010466,0.020900,0.010466,0.020900,0.010466,0.020900,0.000563,0.010734,0.000002,0.010698,0.000003,0.010698,0.000001,0.010698,0.006289,0.020321,0.010466,0.020900,0.010466,0.020900,0.000000,0.010698,0.000001,0.010698,0.000001,0.010698,0.000001,0.010698,0.004048,0.013097,0.005224,0.013229,0.009528,0.013725,0.004613,0.013160,
'05:37:09:500,58.900000,59.200000,59.900000,54.300000,56.000000,54.100000,46.000000,38.200000,58.800000,54.200000,51.500000,58.300000,53.400000,57.800000,57.100000,52.600000,49.600000,52.700000,57.000000,52.400000,47.300000,43.100000,-79.700000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005464,0.013256,0.961681,0.982324,0.005522,0.013263,0.005116,0.013217,0.005205,0.013227,0.005322,0.013240,0.169805,0.057836,0.010466,0.020900,0.010466,0.020900,0.010466,0.020900,0.009473,0.020760,0.009473,0.020760,0.007957,0.020550,0.007957,0.020550,0.005290,0.013236,0.005569,0.013268,0.003589,0.013046,0.005386,0.013247,0.005461,0.013256,0.228658,0.107092,0.010466,0.020900,0.010506,0.020905,0.010466,0.020900,0.010466,0.020900,0.010466,0.020900,0.000298,0.010717,0.000002,0.010698,0.000005,0.010698,0.000001,0.010698,0.003339,0.019925,0.010466,0.020900,0.010466,0.020900,0.000001,0.010698,0.000001,0.010698,0.000001,0.010698,0.000001,0.010698,0.003385,0.013023,0.005487,0.013259,0.009506,0.013723,0.005237,0.013230,
'05:37:10:000,58.900000,58.300000,59.400000,54.600000,55.700000,54.300000,46.500000,37.900000,60.000000,54.800000,52.300000,58.300000,52.900000,57.400000,57.300000,52.900000,49.800000,52.400000,57.500000,52.400000,47.600000,43.100000,-79.600000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005553,0.013266,0.732678,0.926656,0.005534,0.013264,0.006092,0.013327,0.005228,0.013229,0.005924,0.013308,0.393808,0.368716,0.010466,0.020900,0.010466,0.020900,0.010468,0.020900,0.008625,0.020642,0.008625,0.020642,0.011903,0.021103,0.011903,0.021103,0.004803,0.013182,0.005566,0.013268,0.004568,0.013155,0.005305,0.013238,0.005404,0.013249,0.279769,0.160293,0.010466,0.020900,0.010545,0.020911,0.010466,0.020900,0.010466,0.020900,0.010466,0.020900,0.001349,0.010785,0.000004,0.010698,0.000005,0.010698,0.000001,0.010698,0.001881,0.019732,0.010467,0.020900,0.010468,0.020900,0.000000,0.010698,0.000001,0.010698,0.000001,0.010698,0.000001,0.010698,0.003392,0.013024,0.005273,0.013234,0.012936,0.014132,0.005516,0.013262,
'05:37:10:500,58.700000,58.000000,59.100000,54.600000,56.000000,53.800000,46.600000,38.000000,59.100000,54.600000,52.500000,58.700000,52.800000,57.100000,56.600000,52.400000,49.700000,52.600000,57.600000,52.100000,47.600000,43.200000,-79.700000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005561,0.013267,0.624644,0.839591,0.005511,0.013261,0.008758,0.013635,0.004896,0.013192,0.006486,0.013372,0.533867,0.697147,0.010466,0.020900,0.010466,0.020900,0.010461,0.020899,0.008667,0.020648,0.008667,0.020648,0.010963,0.020970,0.010963,0.020970,0.003861,0.013076,0.005566,0.013268,0.004388,0.013135,0.005368,0.013245,0.005332,0.013241,0.338360,0.249606,0.010466,0.020900,0.010685,0.020930,0.010466,0.020900,0.010466,0.020900,0.010466,0.020900,0.000053,0.010701,0.000004,0.010698,0.000002,0.010698,0.000001,0.010698,0.003550,0.019953,0.010469,0.020900,0.010461,0.020899,0.000000,0.010698,0.000001,0.010698,0.000001,0.010698,0.000000,0.010698,0.002742,0.012952,0.005490,0.013259,0.013556,0.014208,0.005560,0.013267,
'05:37:11:000,58.700000,57.200000,58.600000,54.800000,55.800000,54.200000,47.200000,37.600000,60.100000,55.300000,53.000000,58.800000,52.500000,56.800000,56.800000,52.800000,49.700000,52.300000,58.000000,51.900000,47.900000,43.200000,-79.700000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005566,0.013268,0.371539,0.318057,0.005505,0.013261,0.015706,0.014473,0.004584,0.013157,0.006801,0.013408,0.663608,0.879316,0.010466,0.020900,0.010466,0.020900,0.010481,0.020902,0.009221,0.020725,0.009221,0.020725,0.011026,0.020978,0.011026,0.020978,0.003985,0.013090,0.005555,0.013266,0.004842,0.013186,0.005125,0.013218,0.005072,0.013212,0.163859,0.064209,0.010467,0.020900,0.010635,0.020923,0.010466,0.020900,0.010467,0.020900,0.010467,0.020900,0.000297,0.010717,0.000006,0.010698,0.000001,0.010698,0.000002,0.010698,0.009153,0.020716,0.010460,0.020899,0.010481,0.020902,0.000000,0.010698,0.000001,0.010698,0.000001,0.010698,0.000000,0.010698,0.003570,0.013044,0.005476,0.013257,0.016165,0.014531,0.005566,0.013268,
'05:37:11:500,58.600000,56.800000,58.300000,55.100000,56.000000,53.700000,47.100000,37.800000,59.400000,54.900000,53.400000,59.000000,52.400000,56.800000,56.100000,52.400000,49.600000,52.400000,58.100000,51.500000,48.000000,43.300000,-80.600000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005566,0.013268,0.312237,0.203464,0.005440,0.013253,0.060751,0.021466,0.004240,0.013118,0.006512,0.013375,0.532278,0.693982,0.010466,0.020900,0.010466,0.020900,0.010449,0.020897,0.009542,0.020770,0.009542,0.020770,0.010721,0.020935,0.010721,0.020935,0.002045,0.012875,0.005535,0.013264,0.005857,0.013301,0.005268,0.013234,0.004866,0.013189,0.028339,0.023604,0.010477,0.020901,0.010672,0.020929,0.010466,0.020900,0.010465,0.020899,0.010467,0.020900,0.000018,0.010699,0.000004,0.010698,0.000000,0.010698,0.000001,0.010698,0.015827,0.021670,0.010030,0.020838,0.010449,0.020897,0.000000,0.010698,0.000001,0.010698,0.000001,0.010698,0.000001,0.010698,0.003629,0.013050,0.005509,0.013261,0.016651,0.014591,0.005566,0.013268,
'05:37:12:000,58.600000,56.000000,57.600000,55.100000,56.000000,54.100000,47.900000,37.300000,60.300000,55.600000,53.500000,59.200000,52.400000,56.700000,56.500000,52.700000,49.400000,52.100000,58.600000,51.400000,48.200000,43.300000,-80.200000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005566,0.013268,0.169682,0.057771,0.005623,0.013274,0.120590,0.036825,0.003596,0.013046,0.007088,0.013441,0.463620,0.539373,0.010466,0.020900,0.010466,0.020900,0.010602,0.020919,0.009842,0.020812,0.009842,0.020812,0.010671,0.020928,0.010671,0.020928,0.003632,0.013050,0.005489,0.013259,0.005525,0.013263,0.004635,0.013163,0.004223,0.013116,0.010781,0.020944,0.010583,0.020916,0.010627,0.020922,0.010466,0.020900,0.010469,0.020900,0.010487,0.020903,0.000076,0.010703,0.000000,0.010698,0.000000,0.010698,0.000004,0.010698,0.029422,0.023781,0.008947,0.020687,0.010602,0.020919,0.000000,0.010698,0.000003,0.010698,0.000001,0.010698,0.000015,0.010699,0.004330,0.013128,0.005536,0.013264,0.018476,0.014823,0.005566,0.013268,
'05:37:12:500,58.600000,55.600000,57.300000,55.500000,56.100000,53.500000,47.600000,37.600000,59.700000,55.100000,53.900000,59.300000,52.100000,56.800000,55.800000,52.300000,49.500000,52.000000,58.600000,51.000000,48.300000,43.400000,-80.100000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005566,0.013268,0.100004,0.030535,0.005934,0.013309,0.193206,0.071690,0.003545,0.013041,0.007744,0.013517,0.326257,0.227529,0.010466,0.020900,0.010466,0.020900,0.010625,0.020922,0.009851,0.020813,0.009851,0.020813,0.010667,0.020928,0.010667,0.020928,0.002441,0.012919,0.005431,0.013252,0.007802,0.013524,0.004545,0.013152,0.003357,0.013020,0.010354,0.020884,0.010575,0.020915,0.010714,0.020935,0.010466,0.020900,0.010158,0.020856,0.010444,0.020896,0.000002,0.010698,0.000000,0.010698,0.000001,0.010698,0.000001,0.010698,0.066959,0.030978,0.005939,0.020274,0.010625,0.020922,0.000000,0.010698,0.000002,0.010698,0.000001,0.010698,0.000047,0.010701,0.004464,0.013143,0.005561,0.013267,0.019070,0.014899,0.005566,0.013268,
'05:37:13:000,58.700000,55.000000,56.600000,55.400000,56.300000,54.000000,48.300000,37.100000,60.400000,55.700000,53.600000,59.500000,52.300000,56.800000,56.200000,52.700000,49.300000,51.700000,58.900000,50.900000,48.600000,43.300000,-80.000000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005565,0.013268,0.023032,0.015418,0.006044,0.013322,0.191839,0.070799,0.003400,0.013025,0.007663,0.013508,0.288133,0.166667,0.010466,0.020900,0.010466,0.020900,0.010757,0.020941,0.009882,0.020818,0.009882,0.020818,0.010672,0.020929,0.010672,0.020929,0.004747,0.013175,0.005270,0.013234,0.007339,0.013470,0.004222,0.013116,0.004187,0.013112,0.010447,0.020897,0.011044,0.020981,0.010642,0.020924,0.010466,0.020900,0.010490,0.020903,0.010500,0.020904,0.000006,0.010698,0.000001,0.010698,0.000000,0.010698,0.000000,0.010698,0.061086,0.029700,0.005046,0.020153,0.010757,0.020941,0.000000,0.010698,0.000010,0.010699,0.000001,0.010698,0.000034,0.010700,0.004978,0.013201,0.005564,0.013267,0.019503,0.014955,0.005566,0.013268,
'05:37:13:500,58.900000,54.500000,56.300000,55.800000,56.200000,53.500000,47.900000,37.400000,60.000000,55.300000,54.000000,59.200000,51.900000,56.900000,55.700000,52.300000,49.400000,51.400000,58.800000,50.600000,48.800000,43.500000,-79.900000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005565,0.013268,0.015415,0.014437,0.007140,0.013447,0.155101,0.050526,0.003810,0.013070,0.008614,0.013618,0.236862,0.106530,0.010466,0.020900,0.010466,0.020900,0.011088,0.020987,0.010026,0.020838,0.010026,0.020838,0.010771,0.020942,0.010771,0.020942,0.004463,0.013143,0.005160,0.013222,0.009289,0.013697,0.004391,0.013135,0.004479,0.013145,0.010437,0.020895,0.010824,0.020950,0.010997,0.020974,0.010466,0.020900,0.010476,0.020901,0.010268,0.020872,0.000001,0.010698,0.000000,0.010698,0.000001,0.010698,0.000000,0.010698,0.017356,0.021896,0.004636,0.020098,0.011088,0.020987,0.000000,0.010698,0.000004,0.010698,0.000001,0.010698,0.000016,0.010699,0.005303,0.013238,0.005566,0.013268,0.021633,0.015233,0.005565,0.013268,
'05:37:14:000,58.900000,54.100000,55.600000,55.700000,56.500000,54.000000,48.600000,37.000000,60.400000,55.800000,53.500000,59.300000,52.400000,57.000000,56.200000,52.600000,49.100000,51.100000,58.900000,50.500000,49.000000,43.400000,-79.600000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005564,0.013267,0.006411,0.013364,0.007663,0.013508,0.103600,0.031547,0.004128,0.013106,0.008040,0.013551,0.166895,0.056310,0.010466,0.020900,0.010466,0.020900,0.011138,0.020994,0.010192,0.020861,0.010192,0.020861,0.011487,0.021044,0.011487,0.021044,0.003753,0.013064,0.005190,0.013225,0.008674,0.013625,0.004480,0.013145,0.004882,0.013190,0.010463,0.020899,0.011392,0.021030,0.010738,0.020938,0.010466,0.020900,0.010540,0.020910,0.010427,0.020894,0.000004,0.010698,0.000001,0.010698,0.000000,0.010698,0.000000,0.010698,0.011073,0.020985,0.003408,0.019934,0.011138,0.020994,0.000000,0.010698,0.000003,0.010698,0.000001,0.010698,0.000006,0.010698,0.005934,0.013309,0.005566,0.013268,0.024371,0.015598,0.005564,0.013267,
'05:37:14:500,59.300000,53.500000,55.400000,56.200000,56.200000,53.400000,48.100000,37.400000,60.200000,55.400000,53.800000,58.900000,51.800000,57.200000,55.900000,52.200000,49.200000,50.600000,58.700000,50.300000,49.200000,43.600000,-79.400000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005562,0.013267,0.006491,0.013373,0.010576,0.013849,0.040767,0.017995,0.004309,0.013126,0.010214,0.013806,0.124843,0.038284,0.010466,0.020900,0.010466,0.020900,0.012819,0.021234,0.010342,0.020882,0.010342,0.020882,0.011940,0.021108,0.011940,0.021108,0.005744,0.013288,0.005168,0.013223,0.012243,0.014049,0.003851,0.013075,0.005151,0.013221,0.010463,0.020899,0.011159,0.020997,0.010859,0.020955,0.010466,0.020900,0.010593,0.020917,0.009696,0.020792,0.000001,0.010698,0.000001,0.010698,0.000000,0.010698,0.000000,0.010698,0.010569,0.020914,0.003274,0.019916,0.012819,0.021234,0.000001,0.010698,0.000000,0.010698,0.000001,0.010698,0.000002,0.010698,0.006477,0.013371,0.005566,0.013268,0.055726,0.020531,0.005563,0.013267,
'05:37:15:000,59.400000,53.400000,54.600000,56.000000,56.600000,54.000000,48.800000,37.000000,60.500000,55.800000,52.900000,58.900000,52.400000,57.300000,56.300000,52.400000,48.800000,50.300000,58.700000,50.300000,49.300000,43.500000,-79.400000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005563,0.013267,0.004517,0.013149,0.013470,0.014197,0.018190,0.014786,0.005517,0.013262,0.011945,0.014013,0.062222,0.021749,0.010466,0.020900,0.010466,0.020900,0.011353,0.021025,0.010353,0.020884,0.010353,0.020884,0.012215,0.021147,0.012215,0.021147,0.003534,0.013039,0.005108,0.013216,0.012303,0.014056,0.004949,0.013198,0.005337,0.013242,0.010465,0.020899,0.012666,0.021212,0.010753,0.020940,0.010466,0.020900,0.010819,0.020949,0.010023,0.020837,0.000004,0.010698,0.000001,0.010698,0.000000,0.010698,0.000000,0.010698,0.010468,0.020900,0.002249,0.019780,0.011353,0.021025,0.000001,0.010698,0.000001,0.010698,0.000001,0.010698,0.000002,0.010698,0.006718,0.013399,0.005567,0.013268,0.183531,0.065606,0.005545,0.013265,
'05:37:15:500,59.900000,52.900000,54.500000,56.700000,56.300000,53.500000,48.100000,37.400000,60.600000,55.500000,53.300000,58.200000,51.900000,57.600000,56.100000,52.100000,48.900000,49.700000,58.400000,50.100000,49.400000,43.600000,-79.100000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005569,0.013268,0.004807,0.013182,0.021760,0.015250,0.007917,0.013537,0.004673,0.013167,0.016300,0.014547,0.026431,0.015879,0.010466,0.020900,0.010466,0.020900,0.013464,0.021327,0.010413,0.020892,0.010413,0.020892,0.012394,0.021173,0.012394,0.021173,0.008730,0.013632,0.005167,0.013222,0.014796,0.014360,0.004078,0.013100,0.005814,0.013296,0.010465,0.020899,0.010815,0.020949,0.010877,0.020957,0.010466,0.020900,0.010733,0.020937,0.009656,0.020786,0.000002,0.010698,0.000000,0.010698,0.000000,0.010698,0.000000,0.010698,0.010466,0.020900,0.004066,0.020021,0.013464,0.021327,0.000002,0.010698,0.000000,0.010698,0.000002,0.010698,0.000003,0.010698,0.007274,0.013463,0.005566,0.013268,0.414639,0.418635,0.005547,0.013266,
'05:37:16:000,60.000000,53.000000,53.700000,56.500000,56.800000,54.100000,48.900000,37.100000,60.600000,55.800000,52.100000,58.300000,52.600000,57.700000,56.500000,52.200000,48.400000,49.400000,58.300000,50.000000,49.500000,43.500000,-78.800000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005598,0.013271,0.004338,0.013129,0.116497,0.035475,0.004493,0.013147,0.007192,0.013453,0.036633,0.017355,0.009104,0.013675,0.010466,0.020900,0.010466,0.020900,0.010902,0.020961,0.010419,0.020893,0.010419,0.020893,0.011628,0.021064,0.011628,0.021064,0.004777,0.013178,0.005095,0.013214,0.016926,0.014626,0.005548,0.013266,0.005836,0.013298,0.010465,0.020899,0.011565,0.021055,0.010684,0.020930,0.010466,0.020900,0.011490,0.021044,0.010308,0.020877,0.000003,0.010698,0.000001,0.010698,0.000000,0.010698,0.000000,0.010698,0.010465,0.020899,0.006740,0.020383,0.010902,0.020961,0.000004,0.010698,0.000001,0.010698,0.000002,0.010698,0.000004,0.010698,0.007421,0.013480,0.005567,0.013268,0.653667,0.870221,0.005516,0.013262,
'05:37:16:500,60.700000,52.500000,53.600000,57.200000,56.400000,53.600000,48.300000,37.600000,61.000000,55.600000,52.500000,57.400000,51.900000,57.800000,56.500000,51.800000,48.600000,48.700000,58.000000,49.800000,49.600000,43.600000,-79.100000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005667,0.013279,0.004742,0.013175,0.201764,0.077526,0.003116,0.012993,0.005536,0.013264,0.043741,0.018471,0.006252,0.013346,0.010472,0.020900,0.010472,0.020900,0.011987,0.021115,0.010448,0.020897,0.010448,0.020897,0.010479,0.020901,0.010479,0.020901,0.010236,0.013809,0.004895,0.013192,0.016844,0.014616,0.005070,0.013211,0.005677,0.013280,0.010466,0.020900,0.000974,0.019613,0.010988,0.020973,0.010467,0.020900,0.011057,0.020983,0.010288,0.020874,0.000002,0.010698,0.000001,0.010698,0.000000,0.010698,0.000000,0.010698,0.010466,0.020900,0.009541,0.020770,0.011987,0.021115,0.000006,0.010698,0.000000,0.010698,0.000004,0.010698,0.000005,0.010698,0.008943,0.013656,0.005566,0.013268,0.786953,0.949564,0.005576,0.013269,
'05:37:17:000,60.900000,52.800000,53.000000,57.100000,57.000000,54.300000,49.000000,37.300000,60.700000,55.800000,51.300000,57.400000,52.700000,57.800000,56.600000,51.800000,48.100000,48.500000,57.800000,49.700000,49.600000,43.400000,-78.800000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005933,0.013309,0.004673,0.013167,0.558998,0.744158,0.002854,0.012964,0.007479,0.013486,0.070865,0.023490,0.005021,0.013206,0.010627,0.020922,0.010627,0.020922,0.010176,0.020859,0.010459,0.020899,0.010459,0.020899,0.009941,0.020826,0.009941,0.020826,0.006346,0.013356,0.004811,0.013182,0.019426,0.014945,0.006495,0.013373,0.005752,0.013289,0.010466,0.020900,0.001053,0.019623,0.010774,0.020943,0.010471,0.020900,0.011478,0.021043,0.010487,0.020903,0.000002,0.010698,0.000001,0.010698,0.000000,0.010698,0.000000,0.010698,0.010466,0.020899,0.009995,0.020833,0.010176,0.020859,0.000006,0.010698,0.000000,0.010698,0.000004,0.010698,0.000005,0.010698,0.009181,0.013684,0.005566,0.013268,0.822504,0.960084,0.005788,0.013293,
'05:37:17:500,61.600000,52.400000,53.000000,57.900000,56.700000,54.000000,48.400000,37.900000,61.300000,55.700000,51.700000,56.400000,51.900000,58.000000,56.600000,51.400000,48.400000,47.700000,57.700000,49.600000,49.700000,43.500000,-79.100000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004408,0.013137,0.004931,0.013196,0.863525,0.969139,0.002541,0.012930,0.005858,0.013301,0.090152,0.027932,0.004621,0.013161,0.011957,0.021111,0.011957,0.021111,0.011826,0.021092,0.010471,0.020900,0.010471,0.020900,0.008553,0.020632,0.008553,0.020632,0.011766,0.013991,0.005186,0.013225,0.017916,0.014751,0.008711,0.013629,0.005955,0.013312,0.010466,0.020900,0.001904,0.019735,0.010786,0.020945,0.010473,0.020901,0.010929,0.020965,0.010498,0.020904,0.000002,0.010698,0.000043,0.010701,0.000000,0.010698,0.000059,0.010702,0.010466,0.020900,0.010461,0.020899,0.011826,0.021092,0.000007,0.010698,0.000000,0.010698,0.000022,0.010699,0.000005,0.010698,0.011342,0.013940,0.005566,0.013268,0.965188,0.982646,0.005934,0.013309,
'05:37:18:000,61.800000,52.900000,52.500000,57.800000,57.300000,54.600000,49.000000,37.700000,60.800000,55.700000,50.300000,56.500000,52.700000,58.000000,56.500000,51.400000,48.000000,47.500000,57.500000,49.500000,49.600000,43.300000,-79.300000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007987,0.013545,0.005122,0.013217,0.917175,0.977476,0.002948,0.012974,0.006986,0.013430,0.114376,0.034796,0.004418,0.013138,0.013175,0.021285,0.013175,0.021285,0.008774,0.020663,0.010474,0.020901,0.010474,0.020901,0.008483,0.020623,0.008483,0.020623,0.011377,0.013944,0.005467,0.013256,0.019067,0.014899,0.009400,0.013710,0.006994,0.013431,0.010466,0.020900,0.002880,0.019864,0.010968,0.020970,0.010475,0.020901,0.010821,0.020950,0.010494,0.020904,0.000001,0.010698,0.000020,0.010699,0.000000,0.010698,0.000039,0.010700,0.010466,0.020900,0.010398,0.020890,0.008774,0.020663,0.000004,0.010698,0.000000,0.010698,0.000007,0.010698,0.000004,0.010698,0.014544,0.014329,0.005567,0.013268,0.970605,0.983128,0.006914,0.013421,
'05:37:18:500,62.500000,52.600000,52.600000,58.700000,56.900000,54.400000,48.400000,38.300000,61.500000,55.700000,50.700000,55.700000,52.000000,58.100000,56.600000,51.100000,48.200000,46.800000,57.400000,49.500000,49.600000,43.300000,-79.600000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.009370,0.013707,0.005062,0.013211,0.973149,0.983349,0.003625,0.013050,0.005080,0.013213,0.169145,0.057487,0.004329,0.013128,0.012281,0.021157,0.012281,0.021157,0.012405,0.021175,0.010480,0.020901,0.010480,0.020901,0.011259,0.021011,0.011259,0.021011,0.016270,0.014544,0.005701,0.013283,0.018792,0.014863,0.013243,0.014170,0.007450,0.013483,0.010467,0.020900,0.005550,0.020221,0.010692,0.020931,0.010474,0.020901,0.010414,0.020892,0.010488,0.020903,0.000002,0.010698,0.000624,0.010738,0.000000,0.010698,0.000011,0.010699,0.010466,0.020900,0.010462,0.020899,0.012405,0.021175,0.000004,0.010698,0.000000,0.010698,0.000000,0.010698,0.000002,0.010698,0.023260,0.015449,0.005567,0.013268,0.985300,0.984350,0.007506,0.013490,
'05:37:19:000,62.700000,53.200000,52.400000,58.600000,57.700000,54.800000,48.800000,38.200000,60.800000,55.700000,49.300000,56.100000,52.800000,57.900000,56.300000,50.900000,47.800000,46.700000,57.200000,49.400000,49.400000,43.100000,-79.700000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015069,0.014394,0.005363,0.013245,0.972142,0.983262,0.004343,0.013130,0.005859,0.013301,0.214103,0.086749,0.004482,0.013145,0.013386,0.021315,0.013386,0.021315,0.007418,0.020476,0.010482,0.020902,0.010482,0.020902,0.012570,0.021198,0.012570,0.021198,0.025946,0.015813,0.006036,0.013321,0.019302,0.014929,0.014280,0.014297,0.007739,0.013516,0.010467,0.020900,0.003699,0.019972,0.011132,0.020993,0.010479,0.020901,0.010437,0.020895,0.010470,0.020900,0.000002,0.010698,0.000386,0.010723,0.000000,0.010698,0.000007,0.010698,0.010466,0.020900,0.010454,0.020898,0.007418,0.020476,0.000003,0.010698,0.000000,0.010698,0.000000,0.010698,0.000001,0.010698,0.040849,0.018008,0.005568,0.013268,0.983184,0.984182,0.011120,0.013914,
'05:37:19:500,63.300000,52.900000,52.700000,59.300000,57.300000,54.800000,48.300000,38.700000,61.600000,55.800000,49.700000,55.700000,52.100000,58.000000,56.300000,50.800000,48.200000,46.000000,57.300000,49.300000,49.400000,43.100000,-79.700000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020288,0.015057,0.004706,0.013171,0.979396,0.983874,0.004674,0.013167,0.004744,0.013175,0.282311,0.158633,0.004793,0.013180,0.012584,0.021200,0.012584,0.021200,0.013115,0.021276,0.010496,0.020904,0.010496,0.020904,0.019187,0.022171,0.019187,0.022171,0.035409,0.017171,0.006506,0.013375,0.018582,0.014836,0.024721,0.015646,0.011076,0.013909,0.010471,0.020900,0.006930,0.020409,0.011169,0.020999,0.010481,0.020902,0.010227,0.020866,0.010467,0.020900,0.000003,0.010698,0.058184,0.015360,0.000000,0.010698,0.000003,0.010698,0.010466,0.020900,0.010460,0.020899,0.013115,0.021276,0.000003,0.010698,0.000000,0.010698,0.000000,0.010698,0.000001,0.010698,0.087108,0.027176,0.005568,0.013268,0.987495,0.984523,0.012791,0.014115,
